,Year,Country Code,Rank,Gold,Silver,Bronze,Upper Gold,Upper Silver,Upper Bronze,Lower Gold,Lower Silver,Lower Bronze,Total
117,2028,MAS,106.0,-0.2950506291411884,0.07958922394572296,0.6133806547629693,4.086289425426601,5.075655954483895,3.7401124027245065,-3.5634081120530188,-4.927675667962586,-4.330496613848005,0.3979192495675039
144,2028,PAN,107.0,0.08715573498247368,0.1353925919492353,0.16864789898511703,1.7720056044821018,2.063416184815688,1.3983219538756309,-0.8301384333330204,-1.3393470763593207,-1.3470005939921095,0.391196225916826
173,2028,STP,108.0,0.12513824544944163,0.172451917536283,0.08471582396931226,0.5722203039100502,0.4759190441968206,0.44143396570684906,-0.22555684644839333,-0.5673155878583453,-0.40023950325748275,0.38230598695503687
40,2028,CMR,109.0,0.09083299800464177,0.1369249172200963,0.14598284536584297,1.2104905295596777,1.1726894228256046,0.8903031602818051,-0.7049911323635767,-1.332141413564086,-1.1305745928653472,0.37374076059058103
109,2028,LBR,110.0,0.10707145019784683,0.16531230197105573,0.08685508871836227,0.8194320365198787,0.822613667231502,0.7157490432461809,-0.37860235622251365,-0.7440280551348145,-0.5482051359691674,0.3592388408872648
112,2028,LIE,111.0,0.10924110113564495,0.15785255302973228,0.08642476066938842,0.6890138115672799,0.6093060268859007,0.5310968226051886,-0.3114635971784585,-0.6989950204973369,-0.5244301386033703,0.35351841483476565
196,2028,URU,112.0,0.048138150330704614,0.13549855207622283,0.14922467669446232,1.96564976719629,2.292579049487388,1.8081185654015126,-1.1454499232941193,-1.7757336860145534,-1.4741640464938137,0.3328613791013898
192,2028,TUV,115.0,0.10212501991941664,0.1461220334429857,0.04863934643104206,0.3884054889881551,0.23381003955687066,0.2572995561510699,-0.1077052754917541,-0.41494247310692783,-0.26610885175173793,0.2968863997934444
111,2028,LES,115.0,0.10212501991941664,0.1461220334429857,0.04863934643104206,0.3884054889881551,0.23381003955687066,0.2572995561510699,-0.1077052754917541,-0.41494247310692783,-0.26610885175173793,0.2968863997934444
131,2028,MTN,115.0,0.10212501991941664,0.1461220334429857,0.04863934643104206,0.3884054889881551,0.23381003955687066,0.2572995561510699,-0.1077052754917541,-0.41494247310692783,-0.26610885175173793,0.2968863997934444
132,2028,MYA,115.0,0.10212501991941664,0.1461220334429857,0.04863934643104206,0.3884054889881551,0.23381003955687066,0.2572995561510699,-0.1077052754917541,-0.41494247310692783,-0.26610885175173793,0.2968863997934444
164,2028,SKN,115.0,0.10212501991941664,0.1461220334429857,0.04863934643104206,0.3884054889881551,0.23381003955687066,0.2572995561510699,-0.1077052754917541,-0.41494247310692783,-0.26610885175173793,0.2968863997934444
125,2028,MLI,118.0,0.06620603215709225,0.1559232423826971,0.07409237411287965,1.3266438214402747,1.5949690162905847,1.3583783579119855,-0.6666751806826459,-1.0116479002429992,-0.7446196015000042,0.29622164865266903
46,2028,CRC,119.0,0.04240019684209125,0.09698963940519531,0.13633440291848495,1.5085819149327389,1.545312907685094,1.1611206457123913,-0.9110057864050777,-1.6187256765188187,-1.391600716554537,0.2757242391657715
181,2028,TAN,120.0,0.08405822466782181,0.13898241787775845,0.05077861118009207,0.6356172215979837,0.580504662591552,0.5316146336904018,-0.2607507852658744,-0.591654940383397,-0.41407448446342265,0.27381925372567234
31,2028,CAF,123.0,0.08622787560561995,0.13152266893643497,0.05034828313111822,0.5051989966453848,0.3671970222459508,0.3469624130494094,-0.1936120262218193,-0.5466219057459194,-0.3902994870976254,0.26809882767317317
123,2028,MHL,123.0,0.08622787560561995,0.13152266893643497,0.05034828313111822,0.5051989966453848,0.3671970222459508,0.3469624130494094,-0.1936120262218193,-0.5466219057459194,-0.3902994870976254,0.26809882767317317
4,2028,AND,123.0,0.08622787560561995,0.13152266893643497,0.05034828313111822,0.5051989966453848,0.3671970222459508,0.3469624130494094,-0.1936120262218193,-0.5466219057459194,-0.3902994870976254,0.26809882767317317
36,2028,CHA,123.0,0.08622787560561995,0.13152266893643497,0.05034828313111822,0.5051989966453848,0.3671970222459508,0.3469624130494094,-0.1936120262218193,-0.5466219057459194,-0.3902994870976254,0.26809882767317317
149,2028,PLW,123.0,0.08622787560561995,0.13152266893643497,0.05034828313111822,0.5051989966453848,0.3671970222459508,0.3469624130494094,-0.1936120262218193,-0.5466219057459194,-0.3902994870976254,0.26809882767317317
171,2028,SRI,126.0,0.047981003026726636,0.09706844493882529,0.10939101306544244,1.2085488922864287,1.1704734923491018,0.8880044720636513,-0.7067317316087055,-1.3340944512851358,-1.1326611812828915,0.2544404610309944
120,2028,MDV,128.5,0.07033073129182327,0.11692330442988424,0.05205721983119438,0.6219925043026145,0.500584004935031,0.43662526994774886,-0.2795187769518845,-0.678301338384911,-0.514490122443513,0.2393112555529019
199,2028,VAN,128.5,0.07033073129182327,0.11692330442988424,0.05205721983119438,0.6219925043026145,0.500584004935031,0.43662526994774886,-0.2795187769518845,-0.678301338384911,-0.514490122443513,0.2393112555529019
187,2028,TOG,128.5,0.07033073129182327,0.11692330442988424,0.05205721983119438,0.6219925043026145,0.500584004935031,0.43662526994774886,-0.2795187769518845,-0.678301338384911,-0.514490122443513,0.2393112555529019
24,2028,BOL,128.5,0.07033073129182327,0.11692330442988424,0.05205721983119438,0.6219925043026145,0.500584004935031,0.43662526994774886,-0.2795187769518845,-0.678301338384911,-0.514490122443513,0.2393112555529019
201,2028,VIE,131.0,-0.027480280494746667,0.033672644834292075,0.21421591496974543,2.56303991875462,2.749580696317269,1.9720126574990426,-1.6811934932846384,-2.8005046627026338,-2.5057524143639194,0.22040827930929083
182,2028,TGA,133.0,0.05443358697802658,0.1023239399233335,0.05376615653127054,0.7387860119598443,0.6339709876241111,0.5262881268460885,-0.3654255276819497,-0.8099807710239025,-0.6386807577894005,0.21052368343263062
42,2028,COK,133.0,0.05443358697802658,0.1023239399233335,0.05376615653127054,0.7387860119598443,0.6339709876241111,0.5262881268460885,-0.3654255276819497,-0.8099807710239025,-0.6386807577894005,0.21052368343263062
66,2028,GAB,133.0,0.05443358697802658,0.1023239399233335,0.05376615653127054,0.7387860119598443,0.6339709876241111,0.5262881268460885,-0.3654255276819497,-0.8099807710239025,-0.6386807577894005,0.21052368343263062
133,2028,NAM,135.0,0.03661489676014234,0.06673751647936156,0.10387827460982677,1.1698657410020388,1.2861800378287647,1.0104476743521016,-0.42145079855261725,-0.7947476045331484,-0.6684283268789459,0.20723068784933066
16,2028,BAR,138.5,0.0385364426642299,0.0877245754167828,0.055475093231346695,0.855579519617074,0.7673579703131912,0.6159509837444279,-0.4513322784120149,-0.941660203662894,-0.762871393135288,0.1817361113123594
89,2028,ISL,138.5,0.0385364426642299,0.0877245754167828,0.055475093231346695,0.855579519617074,0.7673579703131912,0.6159509837444279,-0.4513322784120149,-0.941660203662894,-0.762871393135288,0.1817361113123594
41,2028,COD,138.5,0.0385364426642299,0.0877245754167828,0.055475093231346695,0.855579519617074,0.7673579703131912,0.6159509837444279,-0.4513322784120149,-0.941660203662894,-0.762871393135288,0.1817361113123594
159,2028,RWA,138.5,0.0385364426642299,0.0877245754167828,0.055475093231346695,0.855579519617074,0.7673579703131912,0.6159509837444279,-0.4513322784120149,-0.941660203662894,-0.762871393135288,0.1817361113123594
128,2028,MON,138.5,0.0385364426642299,0.0877245754167828,0.055475093231346695,0.855579519617074,0.7673579703131912,0.6159509837444279,-0.4513322784120149,-0.941660203662894,-0.762871393135288,0.1817361113123594
115,2028,MAD,138.5,0.0385364426642299,0.0877245754167828,0.055475093231346695,0.855579519617074,0.7673579703131912,0.6159509837444279,-0.4513322784120149,-0.941660203662894,-0.762871393135288,0.1817361113123594
57,2028,ERI,142.0,0.013169171389057361,0.08364556253256836,0.08423081063866081,1.4680046223528715,1.5955130002570137,1.2556742906127272,-0.8422470091600184,-1.425549347383949,-1.1816949722225174,0.18104554456028654
45,2028,CPV,143.0,-0.07319250908279812,0.09738308176407279,0.14775467263328565,0.6831342212905438,0.6632902408785606,0.5499500203808863,-0.871491570297848,-1.3696577633886589,-1.0902163874432977,0.17194524531456032
88,2028,IRQ,144.0,0.020572106759010778,0.11329280053665355,0.019841319237869415,1.2070623218009435,1.4584001847121675,1.2654148204952715,-0.583267751945586,-0.8827728294598738,-0.6234250931126418,0.15370622653353375
34,2028,CAY,146.0,0.022639298350433212,0.07312521091023205,0.0571840299314228,0.9723730272743036,0.9007449530022714,0.7056138406427674,-0.5372390291420801,-1.0733396363018857,-0.8870620284811755,0.15294853919208806
17,2028,BDI,146.0,0.022639298350433212,0.07312521091023205,0.0571840299314228,0.9723730272743036,0.9007449530022714,0.7056138406427674,-0.5372390291420801,-1.0733396363018857,-0.8870620284811755,0.15294853919208806
22,2028,BIH,146.0,0.022639298350433212,0.07312521091023205,0.0571840299314228,0.9723730272743036,0.9007449530022714,0.7056138406427674,-0.5372390291420801,-1.0733396363018857,-0.8870620284811755,0.15294853919208806
172,2028,SSD,148.0,0.03562327413694101,0.11270221907317668,-0.0012982346425971653,0.7769418716634029,0.8706306579265706,0.8080380545686321,-0.3115583915670997,-0.5527758298288304,-0.34035506763369155,0.14702725856752052
108,2028,LBN,149.0,0.0044136748903680564,0.060912496468385376,0.04276246103574951,1.0368054848413033,1.0065124009844708,0.7970204756760022,-0.5715046483621591,-1.0966373687090445,-0.8997841625310918,0.10808863239450295
0,2028,AFG,150.0,0.013353566196406737,0.06885444026480897,0.019828943742050312,0.8021829296477779,0.7385566060188424,0.6164687948296411,-0.4006194664994308,-0.8343201235489544,-0.6525157389953403,0.10203695020326602
80,2028,HAI,151.0,-0.009154990277160158,0.04392648189713061,0.06060190333157511,1.205960042588763,1.1675189183804315,0.8849395544394464,-0.7090525306022105,-1.3366985015798687,-1.1354432991729506,0.09537339495154556
114,2028,LUX,152.0,-0.029787198071644774,0.03458729320174805,0.07583423038527026,1.5705693477852767,1.648289924696883,1.2496326363227657,-0.9474632713412449,-1.644482789759892,-1.406950406389509,0.08063432551537353
150,2028,PNG,153.0,-0.03449669495345362,0.019983247868537342,0.008394920197555436,0.9697841775766382,0.8977903790336011,0.7025489230185624,-0.5395598281355851,-1.0759436865966185,-0.8898441463712345,-0.006118526887360845
6,2028,ANT,154.0,-0.025556803647414944,0.027925191664960942,-0.01453859709614373,0.7351616223831126,0.6298345840679727,0.5219972421722014,-0.3686746462728568,-0.8136264414365284,-0.642575722835483,-0.012170209078597732
67,2028,GAM,155.5,-0.04145394796121163,0.013325827158410247,-0.012829660396067573,0.8519551300403423,0.7632215667570528,0.6116600990705409,-0.454581397002922,-0.9453058740755199,-0.7667663581813705,-0.040957781198868955
19,2028,BEN,155.5,-0.04145394796121163,0.013325827158410247,-0.012829660396067573,0.8519551300403423,0.7632215667570528,0.6116600990705409,-0.454581397002922,-0.9453058740755199,-0.7667663581813705,-0.040957781198868955
49,2028,CYP,157.0,-0.13289332659347347,-0.06267023983938963,0.1347238647898047,3.0024315013481497,3.5008375292121863,2.3840584696741067,-1.7252121590988803,-2.6813921728774446,-2.6037156699184454,-0.06083970164305841
119,2028,MDA,158.0,-0.5180206194717865,-0.022868150973283263,0.47259632886130865,2.941965883381745,3.758108480988033,2.5938453209194803,-3.3450642751881245,-4.46329469062256,-4.03911788273875,-0.06829244158376113
100,2028,KIR,162.5,-0.0470894421034493,0.007524755172480667,-0.06349297291457226,0.4991583473508319,0.3603030163190535,0.3398109385929311,-0.19902722387333108,-0.5526980231002959,-0.3967910955077631,-0.10305765984554088
179,2028,SWZ,162.5,-0.0470894421034493,0.007524755172480667,-0.06349297291457226,0.4991583473508319,0.3603030163190535,0.3398109385929311,-0.19902722387333108,-0.5526980231002959,-0.3967910955077631,-0.10305765984554088
71,2028,GEQ,162.5,-0.0470894421034493,0.007524755172480667,-0.06349297291457226,0.4991583473508319,0.3603030163190535,0.3398109385929311,-0.19902722387333108,-0.5526980231002959,-0.3967910955077631,-0.10305765984554088
93,2028,IVB,162.5,-0.0470894421034493,0.007524755172480667,-0.06349297291457226,0.4991583473508319,0.3603030163190535,0.3398109385929311,-0.19902722387333108,-0.5526980231002959,-0.3967910955077631,-0.10305765984554088
21,2028,BHU,162.5,-0.0470894421034493,0.007524755172480667,-0.06349297291457226,0.4991583473508319,0.3603030163190535,0.3398109385929311,-0.19902722387333108,-0.5526980231002959,-0.3967910955077631,-0.10305765984554088
186,2028,TLS,162.5,-0.0470894421034493,0.007524755172480667,-0.06349297291457226,0.4991583473508319,0.3603030163190535,0.3398109385929311,-0.19902722387333108,-0.5526980231002959,-0.3967910955077631,-0.10305765984554088
32,2028,CAM,162.5,-0.0470894421034493,0.007524755172480667,-0.06349297291457226,0.4991583473508319,0.3603030163190535,0.3398109385929311,-0.19902722387333108,-0.5526980231002959,-0.3967910955077631,-0.10305765984554088
65,2028,FSM,162.5,-0.0470894421034493,0.007524755172480667,-0.06349297291457226,0.4991583473508319,0.3603030163190535,0.3398109385929311,-0.19902722387333108,-0.5526980231002959,-0.3967910955077631,-0.10305765984554088
160,2028,SAM,167.0,-0.11668230311557241,-0.02709153030413289,0.021483195160448783,1.9451789807004276,2.2048451851137165,1.7050241972748508,-1.1703551389851763,-1.8692663503510272,-1.58193684067206,-0.12229063825925654
44,2028,COM,168.0,-0.06298658641724598,-0.0070746093340700545,-0.0617840362144961,0.6159518550080616,0.4936899990081336,0.42947379549127057,-0.28493397460339626,-0.6843774557392875,-0.5209817308536507,-0.13184523196581216
73,2028,GHA,169.0,-0.13329062039050601,-0.0007850343658897921,0.0005691979152215874,1.3851880621137882,1.5164499095142006,1.2038397112829478,-0.8309723334008484,-1.3815715163328117,-1.1342611067664197,-0.1335064568411742
185,2028,TKM,170.0,-0.09355423416142798,-0.054145774110578575,0.008008991842168236,1.2814815492639373,1.4136578725805042,1.093980696002031,-0.5119991472696924,-0.9316351377616056,-0.7981831980049514,-0.1396910164298383
167,2028,SMR,171.0,-0.1647634409969127,-0.02627274976739763,0.02772389635402439,0.9953776626714748,1.0535767773925315,0.8174360304817586,-0.41339354239285986,-0.7886405750408805,-0.6688503925009138,-0.16331229441028594
10,2028,ASA,172.0,-0.07483773111416223,-0.013544953109648428,-0.08604606009922344,0.5631593299682208,0.4655780353064746,0.43070675402213165,-0.23367964292566096,-0.5764297638899102,-0.4099769158726893,-0.1744287443230341
148,2028,PLE,173.0,-0.09478087504483935,-0.036273338347171495,-0.058366162814343786,0.8495388703225211,0.7604639643862938,0.6087995092879496,-0.45674747606352667,-0.9477363210172706,-0.7693630015454257,-0.18942037620635463
2,2028,ALB,174.0,-0.3326008820530182,-0.029754940731255022,0.15978012010118517,0.8565389589647883,0.9542129550659971,0.7475740218700044,-1.5534325126125108,-2.1972507090471805,-1.7950019940965734,-0.20257570268308803
138,2028,NIG,175.0,-0.11067801935863604,-0.050872702853722244,-0.056657226114267684,0.9663323779797507,0.893850947075374,0.6984623661862891,-0.5426542267935919,-1.0794157536562623,-0.8935536368913133,-0.21820794832662596
156,2028,ROT,176.0,-0.3904193595045315,-0.16875183830208454,0.3105219764035426,4.285438647369026,4.938288862963704,3.5292920395933516,-3.4393122906983,-5.16318834651974,-4.620500062132503,-0.24864922140307344
104,2028,KUW,177.0,-0.16773453821209353,-0.05177665261623254,-0.03340891448692693,1.1225943324138115,1.0878290998260827,0.832454841068169,-0.6982701455386325,-1.2932730448336751,-1.0885995799359562,-0.252920105315253
193,2028,UAE,178.0,-0.1376326357908355,-0.06627884600321311,-0.062107378434930416,1.2131414006366092,1.240085969714929,0.9723006787618559,-0.6960607497444796,-1.2565332954230233,-1.0419520434970073,-0.266018860228979
130,2028,MRI,179.0,-0.1583694523000261,-0.09467079637337444,-0.051530416014039265,1.31671290095144,1.2940118951426145,0.9674509368813077,-0.8003744789837874,-1.474454051573237,-1.2661255429289757,-0.3045706646874399
174,2028,SUD,181.0,-0.1296452452717806,-0.06907356621604718,-0.11870466423734133,0.6129315303607852,0.49024299604468496,0.42589805826303145,-0.28764157342915214,-0.6874155144164759,-0.5242275350587196,-0.3174234757251691
162,2028,SEY,181.0,-0.1296452452717806,-0.06907356621604718,-0.11870466423734133,0.6129315303607852,0.49024299604468496,0.42589805826303145,-0.28764157342915214,-0.6874155144164759,-0.5242275350587196,-0.3174234757251691
142,2028,OMA,181.0,-0.1296452452717806,-0.06907356621604718,-0.11870466423734133,0.6129315303607852,0.49024299604468496,0.42589805826303145,-0.28764157342915214,-0.6874155144164759,-0.5242275350587196,-0.3174234757251691
124,2028,MKD,183.0,-0.15383841425281372,-0.11040236032628742,-0.05875209116973104,1.1612362420098203,1.2763314579331972,1.0002312822714183,-0.42918679519763403,-0.8034277721822578,-0.6777020531791427,-0.3229928657488321
75,2028,GRN,184.0,-0.39830852292237784,-0.044190159508399045,0.11336483007860468,0.47709541318162635,0.504197653627791,0.4266556478869671,-1.3348304076235944,-1.8652156168947953,-1.4849682817003433,-0.3291338523521722
161,2028,SEN,185.0,-0.1742665966138228,-0.10927016087992514,-0.04982147931396311,1.4335064086086697,1.4273988778316946,1.057113793779647,-0.8862812297138527,-1.6061334842122286,-1.3903161782748632,-0.33335823680771104
52,2028,DJI,186.5,-0.14662721505447635,-0.07994305625193618,-0.11678056351277825,0.7949341504943145,0.7302837989065656,0.6078870254818672,-0.4071177036812449,-0.8416114643742063,-0.6603056690875057,-0.34335083481919076
205,2028,ZIM,186.5,-0.14662721505447635,-0.07994305625193618,-0.11678056351277825,0.7949341504943145,0.7302837989065656,0.6078870254818672,-0.4071177036812449,-0.8416114643742063,-0.6603056690875057,-0.34335083481919076
203,2028,YEM,189.0,-0.14554238958557728,-0.08367293072259793,-0.11699572753726517,0.7297250380180149,0.623629978733765,0.515560915161371,-0.37354832415921735,-0.8190949470554674,-0.648418170404607,-0.3462110478454404
91,2028,ISV,189.0,-0.14554238958557728,-0.08367293072259793,-0.11699572753726517,0.7297250380180149,0.623629978733765,0.515560915161371,-0.37354832415921735,-0.8190949470554674,-0.648418170404607,-0.3462110478454404
9,2028,ARU,189.0,-0.14554238958557728,-0.08367293072259793,-0.11699572753726517,0.7297250380180149,0.623629978733765,0.515560915161371,-0.37354832415921735,-0.8190949470554674,-0.648418170404607,-0.3462110478454404
107,2028,LBA,191.0,-0.18553758489829802,-0.12087230485178421,-0.1511481043509723,0.7279128432296491,0.6215617769556958,0.5134154728244276,-0.37517288345467087,-0.8209177822617804,-0.6503656529276484,-0.4575579941010545
30,2028,BUR,192.0,-0.2447355702585064,-0.12813387657721037,-0.10030252848103254,1.0538471253507025,0.9771373618960992,0.7359400099945927,-0.6678725246410618,-1.274315396251071,-1.0805143090361384,-0.4731719753167493
15,2028,BAN,193.0,-0.2014347292120947,-0.1354716693583349,-0.14943916765089615,0.8447063508868788,0.7549487596447759,0.603078329722767,-0.4610796341847361,-0.9525972149007719,-0.7745562882735358,-0.48634556622132574
58,2028,ESA,194.0,-0.25989248138150195,-0.18946998112422722,-0.168789545459882,1.0770852363424275,1.020343923837557,0.7809737486281504,-0.6339761751751689,-1.2171713036496303,-1.0242358806473386,-0.6181520079656112
99,2028,KGZ,195.0,-0.8115921285317423,-0.23549367405391933,0.3333788925047734,2.2282551515578826,3.508549903158882,2.3616494907024315,-2.628719383498997,-2.8428027768530404,-2.762571732926251,-0.7137069100808884
95,2028,JOR,196.0,-0.3678326577681855,-0.25956493436113603,-0.09900008468392701,2.1593521624260523,2.6490282958269114,1.8131838315564637,-0.9384330457014958,-1.4018734006366422,-1.4550516914334222,-0.7263976768132485
180,2028,SYR,197.0,-0.3399622257649844,-0.21670381498003485,-0.18161771137081145,1.0495323758545931,0.9722130719483155,0.7308318139542511,-0.6717405229635702,-1.2786554800756256,-1.0851511721862368,-0.7382837521158307
184,2028,TJK,198.0,-0.6586679138777728,-0.2188919201085601,0.1148849395462395,1.0269233719917559,1.2416886662899853,0.9416222861308835,-2.238081053752929,-3.0278817133828904,-2.503033404954918,-0.7626748944400934
140,2028,NRU,199.5,-0.2819297888939944,-0.21127234334232645,-0.29459335840610545,0.25349003344726667,0.07974103908709855,0.14618227588329552,-0.03804411771622419,-0.30149139253106594,-0.1613930416362635,-0.7877954906424263
169,2028,SOM,199.5,-0.2819297888939944,-0.21127234334232645,-0.29459335840610545,0.25349003344726667,0.07974103908709855,0.14618227588329552,-0.03804411771622419,-0.30149139253106594,-0.1613930416362635,-0.7877954906424263
23,2028,BIZ,201.5,-0.2978269332077911,-0.22587170784887717,-0.29288442170602935,0.37028354110449635,0.21312802177617868,0.23584513278163502,-0.1239508684462894,-0.43317082517005756,-0.28558367698215104,-0.8165830627626975
28,2028,BRU,201.5,-0.2978269332077911,-0.22587170784887717,-0.29288442170602935,0.37028354110449635,0.21312802177617868,0.23584513278163502,-0.1239508684462894,-0.43317082517005756,-0.28558367698215104,-0.8165830627626975
176,2028,SUR,203.5,-0.34551836614918113,-0.26966980136852936,-0.2877576116058009,0.7206640640761856,0.6132889698434191,0.5048337034766536,-0.381671120636485,-0.8282091230870322,-0.6581555830198136,-0.9029457791235114
69,2028,GBS,203.5,-0.34551836614918113,-0.26966980136852936,-0.2877576116058009,0.7206640640761856,0.6132889698434191,0.5048337034766536,-0.381671120636485,-0.8282091230870322,-0.6581555830198136,-0.9029457791235114
8,2028,ARM,205.0,-0.6168665944483467,-0.34180576739920865,-0.026761577503850546,2.989700347273394,4.364499019075831,2.83532438663469,-1.3111990621110963,-1.2596871472483817,-1.7022246318309753,-0.9854339393514059
63,2028,FIN,206.0,-1.268505976863131,-0.8236262510763387,-0.510295129122526,6.873800003705203,8.13755680824108,6.1049840643864375,-3.6578606906197124,-5.634451031839851,-5.006163185901487,-2.6024273570619956
